Anfangszeit - hh:mm:ss.ms	Anfangszeit - ss.msec	Endzeit - hh:mm:ss.ms	Endzeit - ss.msec	Dauer - hh:mm:ss.ms	Dauer - ss.msec	id@	tx@	mb@	ge@	ps@	ft@	nt@	sound@	graid
00:03:51.311	231.311	00:03:51.477	231.477	00:00:00.166	0.166	280117_10_Hamid_Clandividing 058	ɲɪrbawayɛ	=yɛ	=REP	=clitic	maybe Irba sent them (the sugarcane leaves)	ɪdɪyaa 'maybe, it could be'; orig. transcript ŋɪrɓawayɛ	280117_10_Hamid_Clandividing.WAV 229.490 233.465	np.h:a_erg
00:03:51.477	231.477	00:03:52.140	232.14	00:00:00.663	0.663	280117_10_Hamid_Clandividing 058	kwiyʌ	kwiyʌ	COP:POT	COP	maybe Irba sent them (the sugarcane leaves)	ɪdɪyaa 'maybe, it could be'; orig. transcript ŋɪrɓawayɛ	280117_10_Hamid_Clandividing.WAV 229.490 233.465	other
00:03:52.140	232.14	00:03:52.802	232.802	00:00:00.662	0.662	280117_10_Hamid_Clandividing 058	hɪlt̪ɪkɪŋ				maybe Irba sent them (the sugarcane leaves)	ɪdɪyaa 'maybe, it could be'; orig. transcript ŋɪrɓawayɛ	280117_10_Hamid_Clandividing.WAV 229.490 233.465	v:pred
00:03:52.140	232.14	00:03:52.305	232.305	00:00:00.165	0.165	280117_10_Hamid_Clandividing 058	hɪlt̪ɪkɪŋ	hɪl	send	v	maybe Irba sent them (the sugarcane leaves)	ɪdɪyaa 'maybe, it could be'; orig. transcript ŋɪrɓawayɛ	280117_10_Hamid_Clandividing.WAV 229.490 233.465	v:pred
00:03:52.305	232.305	00:03:52.471	232.471	00:00:00.166	0.166	280117_10_Hamid_Clandividing 058	hɪlt̪ɪkɪŋ	-t̪	-PLUR	-Sfx	maybe Irba sent them (the sugarcane leaves)	ɪdɪyaa 'maybe, it could be'; orig. transcript ŋɪrɓawayɛ	280117_10_Hamid_Clandividing.WAV 229.490 233.465	v:pred
00:03:52.471	232.471	00:03:52.636	232.636	00:00:00.165	0.165	280117_10_Hamid_Clandividing 058	hɪlt̪ɪkɪŋ	-Vk	-CAUS	-Sfx	maybe Irba sent them (the sugarcane leaves)	ɪdɪyaa 'maybe, it could be'; orig. transcript ŋɪrɓawayɛ	280117_10_Hamid_Clandividing.WAV 229.490 233.465	v:pred
00:03:52.636	232.636	00:03:52.802	232.802	00:00:00.166	0.166	280117_10_Hamid_Clandividing 058	hɪlt̪ɪkɪŋ	-Vŋ	-VENT	-Sfx	maybe Irba sent them (the sugarcane leaves)	ɪdɪyaa 'maybe, it could be'; orig. transcript ŋɪrɓawayɛ	280117_10_Hamid_Clandividing.WAV 229.490 233.465	v:pred
00:03:52.802	232.802	00:03:53.465	233.465	00:00:00.663	0.663	280117_10_Hamid_Clandividing 058	Ø	Ø	Ø	Ø	maybe Irba sent them (the sugarcane leaves)	ɪdɪyaa 'maybe, it could be'; orig. transcript ŋɪrɓawayɛ	280117_10_Hamid_Clandividing.WAV 229.490 233.465	0:p
00:03:54.077	234.077	00:03:54.425	234.425	00:00:00.348	0.348	280117_10_Hamid_Clandividing 059	##	##	##	##	after they found out that this matter is not becoming good	check neg in subordinate clause; check general construction ; adɪyaa 'since, from that time onwards'	280117_10_Hamid_Clandividing.WAV 234.077 237.564	##
00:03:54.425	234.425	00:03:54.774	234.774	00:00:00.349	0.349	280117_10_Hamid_Clandividing 059	#	#	#	#	after they found out that this matter is not becoming good	check neg in subordinate clause; check general construction ; adɪyaa 'since, from that time onwards'	280117_10_Hamid_Clandividing.WAV 234.077 237.564	#ac
00:03:54.774	234.774	00:03:55.123	235.123	00:00:00.349	0.349	280117_10_Hamid_Clandividing 059	adɪyaa	adɪyaa	after.that	adv	after they found out that this matter is not becoming good	check neg in subordinate clause; check general construction ; adɪyaa 'since, from that time onwards'	280117_10_Hamid_Clandividing.WAV 234.077 237.564	other
00:03:55.123	235.123	00:03:55.471	235.471	00:00:00.348	0.348	280117_10_Hamid_Clandividing 059	Ø	Ø	Ø	Ø	after they found out that this matter is not becoming good	check neg in subordinate clause; check general construction ; adɪyaa 'since, from that time onwards'	280117_10_Hamid_Clandividing.WAV 234.077 237.564	0:p
00:03:55.471	235.471	00:03:55.820	235.82	00:00:00.349	0.349	280117_10_Hamid_Clandividing 059	kumunaa				after they found out that this matter is not becoming good	check neg in subordinate clause; check general construction ; adɪyaa 'since, from that time onwards'	280117_10_Hamid_Clandividing.WAV 234.077 237.564	v:pred
00:03:55.471	235.471	00:03:55.645	235.645	00:00:00.174	0.174	280117_10_Hamid_Clandividing 059	kumunaa	kumun	find	v	after they found out that this matter is not becoming good	check neg in subordinate clause; check general construction ; adɪyaa 'since, from that time onwards'	280117_10_Hamid_Clandividing.WAV 234.077 237.564	v:pred
00:03:55.645	235.645	00:03:55.820	235.82	00:00:00.175	0.175	280117_10_Hamid_Clandividing 059	kumunaa	-aa	-INS	-Sfx	after they found out that this matter is not becoming good	check neg in subordinate clause; check general construction ; adɪyaa 'since, from that time onwards'	280117_10_Hamid_Clandividing.WAV 234.077 237.564	v:pred
00:03:55.820	235.82	00:03:56.169	236.169	00:00:00.349	0.349	280117_10_Hamid_Clandividing 059	ɲihinʌ,				after they found out that this matter is not becoming good	check neg in subordinate clause; check general construction ; adɪyaa 'since, from that time onwards'	280117_10_Hamid_Clandividing.WAV 234.077 237.564	pro.h:a_erg
00:03:55.820	235.82	00:03:55.994	235.994	00:00:00.174	0.174	280117_10_Hamid_Clandividing 059	ɲihinʌ,	N=	ERG=	clitic=	after they found out that this matter is not becoming good	check neg in subordinate clause; check general construction ; adɪyaa 'since, from that time onwards'	280117_10_Hamid_Clandividing.WAV 234.077 237.564	pro.h:a_erg
00:03:55.994	235.994	00:03:56.169	236.169	00:00:00.175	0.175	280117_10_Hamid_Clandividing 059	ɲihinʌ,	ihinʌ	3pl	pron	after they found out that this matter is not becoming good	check neg in subordinate clause; check general construction ; adɪyaa 'since, from that time onwards'	280117_10_Hamid_Clandividing.WAV 234.077 237.564	pro.h:a_erg
00:03:56.169	236.169	00:03:56.517	236.517	00:00:00.348	0.348	280117_10_Hamid_Clandividing 059	ŋʊɲaŋna				after they found out that this matter is not becoming good	check neg in subordinate clause; check general construction ; adɪyaa 'since, from that time onwards'	280117_10_Hamid_Clandividing.WAV 234.077 237.564	np:s=rn_dem1
00:03:56.169	236.169	00:03:56.343	236.343	00:00:00.174	0.174	280117_10_Hamid_Clandividing 059	ŋʊɲaŋna	ŋʊɲaŋ	work	n	after they found out that this matter is not becoming good	check neg in subordinate clause; check general construction ; adɪyaa 'since, from that time onwards'	280117_10_Hamid_Clandividing.WAV 234.077 237.564	np:s=rn_dem1
00:03:56.343	236.343	00:03:56.517	236.517	00:00:00.174	0.174	280117_10_Hamid_Clandividing 059	ŋʊɲaŋna	=nA	=DEM.PROX	=clitic	after they found out that this matter is not becoming good	check neg in subordinate clause; check general construction ; adɪyaa 'since, from that time onwards'	280117_10_Hamid_Clandividing.WAV 234.077 237.564	np:s=rn_dem1
00:03:56.517	236.517	00:03:56.866	236.866	00:00:00.349	0.349	280117_10_Hamid_Clandividing 059	kɛyɛ				after they found out that this matter is not becoming good	check neg in subordinate clause; check general construction ; adɪyaa 'since, from that time onwards'	280117_10_Hamid_Clandividing.WAV 234.077 237.564	other
00:03:56.517	236.517	00:03:56.691	236.691	00:00:00.174	0.174	280117_10_Hamid_Clandividing 059	kɛyɛ	kV=	POT=	clitic=	after they found out that this matter is not becoming good	check neg in subordinate clause; check general construction ; adɪyaa 'since, from that time onwards'	280117_10_Hamid_Clandividing.WAV 234.077 237.564	other
00:03:56.691	236.691	00:03:56.866	236.866	00:00:00.175	0.175	280117_10_Hamid_Clandividing 059	kɛyɛ	yɛ	REP	clitic	after they found out that this matter is not becoming good	check neg in subordinate clause; check general construction ; adɪyaa 'since, from that time onwards'	280117_10_Hamid_Clandividing.WAV 234.077 237.564	other
00:03:56.866	236.866	00:03:57.215	237.215	00:00:00.349	0.349	280117_10_Hamid_Clandividing 059	dɪyaakɪ				after they found out that this matter is not becoming good	check neg in subordinate clause; check general construction ; adɪyaa 'since, from that time onwards'	280117_10_Hamid_Clandividing.WAV 234.077 237.564	v:pred
00:03:56.866	236.866	00:03:56.982	236.982	00:00:00.116	0.116	280117_10_Hamid_Clandividing 059	dɪyaakɪ	dV-	FUT-	Pfx-	after they found out that this matter is not becoming good	check neg in subordinate clause; check general construction ; adɪyaa 'since, from that time onwards'	280117_10_Hamid_Clandividing.WAV 234.077 237.564	v:pred
00:03:56.982	236.982	00:03:57.098	237.098	00:00:00.116	0.116	280117_10_Hamid_Clandividing 059	dɪyaakɪ	yaak	become	v:AP	after they found out that this matter is not becoming good	check neg in subordinate clause; check general construction ; adɪyaa 'since, from that time onwards'	280117_10_Hamid_Clandividing.WAV 234.077 237.564	v:pred
00:03:57.098	237.098	00:03:57.215	237.215	00:00:00.117	0.117	280117_10_Hamid_Clandividing 059	dɪyaakɪ	=I	=SEL	=clitic	after they found out that this matter is not becoming good	check neg in subordinate clause; check general construction ; adɪyaa 'since, from that time onwards'	280117_10_Hamid_Clandividing.WAV 234.077 237.564	v:pred
00:03:57.215	237.215	00:03:57.564	237.564	00:00:00.349	0.349	280117_10_Hamid_Clandividing 059	%	%	%	%	after they found out that this matter is not becoming good	check neg in subordinate clause; check general construction ; adɪyaa 'since, from that time onwards'	280117_10_Hamid_Clandividing.WAV 234.077 237.564	%
00:03:57.845	237.845	00:03:58.765	238.765	00:00:00.920	0.92	280117_10_Hamid_Clandividing 060	ihinʌ	ihinʌ	3pl	pron	they thrived/directed those cows		280117_10_Hamid_Clandividing.WAV 237.845 240.607	pro.h:a
00:03:58.765	238.765	00:03:59.686	239.686	00:00:00.921	0.921	280117_10_Hamid_Clandividing 060	kɔlɔɔl	kɔlɔɔl	drive	v	they thrived/directed those cows		280117_10_Hamid_Clandividing.WAV 237.845 240.607	v:pred
00:03:59.686	239.686	00:04:00.607	240.607	00:00:00.921	0.921	280117_10_Hamid_Clandividing 060	yanaweeŋ				they thrived/directed those cows		280117_10_Hamid_Clandividing.WAV 237.845 240.607	np:p=rn_dem3
00:03:59.686	239.686	00:03:59.993	239.993	00:00:00.307	0.307	280117_10_Hamid_Clandividing 060	yanaweeŋ	y-	PL-	Pfx-	they thrived/directed those cows		280117_10_Hamid_Clandividing.WAV 237.845 240.607	np:p=rn_dem3
00:03:59.993	239.993	00:04:00.300	240.3	00:00:00.307	0.307	280117_10_Hamid_Clandividing 060	yanaweeŋ	ana	cow	n	they thrived/directed those cows		280117_10_Hamid_Clandividing.WAV 237.845 240.607	np:p=rn_dem3
00:04:00.300	240.3	00:04:00.607	240.607	00:00:00.307	0.307	280117_10_Hamid_Clandividing 060	yanaweeŋ	=weeŋ	=dem	=clitic	they thrived/directed those cows		280117_10_Hamid_Clandividing.WAV 237.845 240.607	np:p=rn_dem3
00:04:00.788	240.788	00:04:01.528	241.528	00:00:00.740	0.74	280117_10_Hamid_Clandividing 061	##	##	##	##	and returned to Tima	or ulumurik?	280117_10_Hamid_Clandividing.WAV 240.788 243.751	##
00:04:01.528	241.528	00:04:02.269	242.269	00:00:00.741	0.741	280117_10_Hamid_Clandividing 061	tʊnɛlaat̪aŋ				and returned to Tima	or ulumurik?	280117_10_Hamid_Clandividing.WAV 240.788 243.751	 v:pred=pro:obl
00:04:01.528	241.528	00:04:01.713	241.713	00:00:00.185	0.185	280117_10_Hamid_Clandividing 061	tʊnɛlaat̪aŋ	tʊn	return	v	and returned to Tima	or ulumurik?	280117_10_Hamid_Clandividing.WAV 240.788 243.751	 v:pred=pro:obl
00:04:01.713	241.713	00:04:01.898	241.898	00:00:00.185	0.185	280117_10_Hamid_Clandividing 061	tʊnɛlaat̪aŋ	-Vl	-MID	-Sfx	and returned to Tima	or ulumurik?	280117_10_Hamid_Clandividing.WAV 240.788 243.751	 v:pred=pro:obl
00:04:01.898	241.898	00:04:02.083	242.083	00:00:00.185	0.185	280117_10_Hamid_Clandividing 061	tʊnɛlaat̪aŋ	-aa	-INS	-Sfx	and returned to Tima	or ulumurik?	280117_10_Hamid_Clandividing.WAV 240.788 243.751	 v:pred=pro:obl
00:04:02.083	242.083	00:04:02.269	242.269	00:00:00.186	0.186	280117_10_Hamid_Clandividing 061	tʊnɛlaat̪aŋ	=t̪aŋ	=LOC3	=clitic	and returned to Tima	or ulumurik?	280117_10_Hamid_Clandividing.WAV 240.788 243.751	 v:pred=pro:obl
00:04:02.269	242.269	00:04:03.010	243.01	00:00:00.741	0.741	280117_10_Hamid_Clandividing 061	ɲihinʌ				and returned to Tima	or ulumurik?	280117_10_Hamid_Clandividing.WAV 240.788 243.751	pro.h:s_erg
00:04:02.269	242.269	00:04:02.639	242.639	00:00:00.370	0.37	280117_10_Hamid_Clandividing 061	ɲihinʌ	N=	ERG=	clitic=	and returned to Tima	or ulumurik?	280117_10_Hamid_Clandividing.WAV 240.788 243.751	pro.h:s_erg
00:04:02.639	242.639	00:04:03.010	243.01	00:00:00.371	0.371	280117_10_Hamid_Clandividing 061	ɲihinʌ	ihinʌ	3pl	pron	and returned to Tima	or ulumurik?	280117_10_Hamid_Clandividing.WAV 240.788 243.751	pro.h:s_erg
00:04:03.010	243.01	00:04:03.751	243.751	00:00:00.741	0.741	280117_10_Hamid_Clandividing 061	lumurik				and returned to Tima	or ulumurik?	280117_10_Hamid_Clandividing.WAV 240.788 243.751	np:l
00:04:03.010	243.01	00:04:03.380	243.38	00:00:00.370	0.37	280117_10_Hamid_Clandividing 061	lumurik	l(V)-	LOC-	Pfx-	and returned to Tima	or ulumurik?	280117_10_Hamid_Clandividing.WAV 240.788 243.751	np:l
00:04:03.380	243.38	00:04:03.751	243.751	00:00:00.371	0.371	280117_10_Hamid_Clandividing 061	lumurik	murik	Tima	pn	and returned to Tima	or ulumurik?	280117_10_Hamid_Clandividing.WAV 240.788 243.751	np:l
00:04:04.494	244.494	00:04:04.876	244.876	00:00:00.382	0.382	280117_10_Hamid_Clandividing 062	##	##	##	##	when they returned with the cows to Tima	check ayaa; or ulumuriki?; tʊnɛlaat̪aŋ is derived for INS, that's why yana receives no comitative preposition (I think)	280117_10_Hamid_Clandividing.WAV 244.494 247.556	##
00:04:04.876	244.876	00:04:05.259	245.259	00:00:00.383	0.383	280117_10_Hamid_Clandividing 062	#	#	#	#	when they returned with the cows to Tima	check ayaa; or ulumuriki?; tʊnɛlaat̪aŋ is derived for INS, that's why yana receives no comitative preposition (I think)	280117_10_Hamid_Clandividing.WAV 244.494 247.556	#ac
00:04:05.259	245.259	00:04:05.642	245.642	00:00:00.383	0.383	280117_10_Hamid_Clandividing 062	adɪyaa	adɪyaa	after.that	adv	when they returned with the cows to Tima	check ayaa; or ulumuriki?; tʊnɛlaat̪aŋ is derived for INS, that's why yana receives no comitative preposition (I think)	280117_10_Hamid_Clandividing.WAV 244.494 247.556	other
00:04:05.642	245.642	00:04:06.025	246.025	00:00:00.383	0.383	280117_10_Hamid_Clandividing 062	tʊnɛlaat̪aŋ				when they returned with the cows to Tima	check ayaa; or ulumuriki?; tʊnɛlaat̪aŋ is derived for INS, that's why yana receives no comitative preposition (I think)	280117_10_Hamid_Clandividing.WAV 244.494 247.556	v:pred=pro:obl
00:04:05.642	245.642	00:04:05.737	245.737	00:00:00.095	0.095	280117_10_Hamid_Clandividing 062	tʊnɛlaat̪aŋ	tʊn	return	v	when they returned with the cows to Tima	check ayaa; or ulumuriki?; tʊnɛlaat̪aŋ is derived for INS, that's why yana receives no comitative preposition (I think)	280117_10_Hamid_Clandividing.WAV 244.494 247.556	v:pred=pro:obl
00:04:05.737	245.737	00:04:05.833	245.833	00:00:00.096	0.096	280117_10_Hamid_Clandividing 062	tʊnɛlaat̪aŋ	-Vl	-MID	-Sfx	when they returned with the cows to Tima	check ayaa; or ulumuriki?; tʊnɛlaat̪aŋ is derived for INS, that's why yana receives no comitative preposition (I think)	280117_10_Hamid_Clandividing.WAV 244.494 247.556	v:pred=pro:obl
00:04:05.833	245.833	00:04:05.929	245.929	00:00:00.096	0.096	280117_10_Hamid_Clandividing 062	tʊnɛlaat̪aŋ	-aa	-INS	-Sfx	when they returned with the cows to Tima	check ayaa; or ulumuriki?; tʊnɛlaat̪aŋ is derived for INS, that's why yana receives no comitative preposition (I think)	280117_10_Hamid_Clandividing.WAV 244.494 247.556	v:pred=pro:obl
00:04:05.929	245.929	00:04:06.025	246.025	00:00:00.096	0.096	280117_10_Hamid_Clandividing 062	tʊnɛlaat̪aŋ	=t̪aŋ	=LOC3	=clitic	when they returned with the cows to Tima	check ayaa; or ulumuriki?; tʊnɛlaat̪aŋ is derived for INS, that's why yana receives no comitative preposition (I think)	280117_10_Hamid_Clandividing.WAV 244.494 247.556	v:pred=pro:obl
00:04:06.025	246.025	00:04:06.407	246.407	00:00:00.382	0.382	280117_10_Hamid_Clandividing 062	ɲihinʌ				when they returned with the cows to Tima	check ayaa; or ulumuriki?; tʊnɛlaat̪aŋ is derived for INS, that's why yana receives no comitative preposition (I think)	280117_10_Hamid_Clandividing.WAV 244.494 247.556	pro.h:a_erg
00:04:06.025	246.025	00:04:06.216	246.216	00:00:00.191	0.191	280117_10_Hamid_Clandividing 062	ɲihinʌ	N=	ERG=	clitic=	when they returned with the cows to Tima	check ayaa; or ulumuriki?; tʊnɛlaat̪aŋ is derived for INS, that's why yana receives no comitative preposition (I think)	280117_10_Hamid_Clandividing.WAV 244.494 247.556	pro.h:a_erg
00:04:06.216	246.216	00:04:06.407	246.407	00:00:00.191	0.191	280117_10_Hamid_Clandividing 062	ɲihinʌ	ihinʌ	3pl	pron	when they returned with the cows to Tima	check ayaa; or ulumuriki?; tʊnɛlaat̪aŋ is derived for INS, that's why yana receives no comitative preposition (I think)	280117_10_Hamid_Clandividing.WAV 244.494 247.556	pro.h:a_erg
00:04:06.407	246.407	00:04:06.790	246.79	00:00:00.383	0.383	280117_10_Hamid_Clandividing 062	yana				when they returned with the cows to Tima	check ayaa; or ulumuriki?; tʊnɛlaat̪aŋ is derived for INS, that's why yana receives no comitative preposition (I think)	280117_10_Hamid_Clandividing.WAV 244.494 247.556	np:p
00:04:06.407	246.407	00:04:06.598	246.598	00:00:00.191	0.191	280117_10_Hamid_Clandividing 062	yana	y-	PL-	Pfx-	when they returned with the cows to Tima	check ayaa; or ulumuriki?; tʊnɛlaat̪aŋ is derived for INS, that's why yana receives no comitative preposition (I think)	280117_10_Hamid_Clandividing.WAV 244.494 247.556	np:p
00:04:06.598	246.598	00:04:06.790	246.79	00:00:00.192	0.192	280117_10_Hamid_Clandividing 062	yana	ana	cow	n	when they returned with the cows to Tima	check ayaa; or ulumuriki?; tʊnɛlaat̪aŋ is derived for INS, that's why yana receives no comitative preposition (I think)	280117_10_Hamid_Clandividing.WAV 244.494 247.556	np:p
00:04:06.790	246.79	00:04:07.173	247.173	00:00:00.383	0.383	280117_10_Hamid_Clandividing 062	lumuriki				when they returned with the cows to Tima	check ayaa; or ulumuriki?; tʊnɛlaat̪aŋ is derived for INS, that's why yana receives no comitative preposition (I think)	280117_10_Hamid_Clandividing.WAV 244.494 247.556	np:l
00:04:06.790	246.79	00:04:06.981	246.981	00:00:00.191	0.191	280117_10_Hamid_Clandividing 062	lumuriki	l(V)-	LOC-	Pfx-	when they returned with the cows to Tima	check ayaa; or ulumuriki?; tʊnɛlaat̪aŋ is derived for INS, that's why yana receives no comitative preposition (I think)	280117_10_Hamid_Clandividing.WAV 244.494 247.556	np:l
00:04:06.981	246.981	00:04:07.173	247.173	00:00:00.192	0.192	280117_10_Hamid_Clandividing 062	lumuriki	murik	Tima	pn	when they returned with the cows to Tima	check ayaa; or ulumuriki?; tʊnɛlaat̪aŋ is derived for INS, that's why yana receives no comitative preposition (I think)	280117_10_Hamid_Clandividing.WAV 244.494 247.556	np:l
00:04:07.173	247.173	00:04:07.556	247.556	00:00:00.383	0.383	280117_10_Hamid_Clandividing 062	%	%	%	%	when they returned with the cows to Tima	check ayaa; or ulumuriki?; tʊnɛlaat̪aŋ is derived for INS, that's why yana receives no comitative preposition (I think)	280117_10_Hamid_Clandividing.WAV 244.494 247.556	%
00:04:07.906	247.906	00:04:08.466	248.466	00:00:00.560	0.56	280117_10_Hamid_Clandividing 063	mak	mak	then	adv	Irba said to them that they should come	check whether =t̪ɛ = =yɛ; orig. transcript ŋɪrba	280117_10_Hamid_Clandividing.WAV 247.906 251.269	other
00:04:08.466	248.466	00:04:09.027	249.027	00:00:00.561	0.561	280117_10_Hamid_Clandividing 063	dahɪɪ				Irba said to them that they should come	check whether =t̪ɛ = =yɛ; orig. transcript ŋɪrba	280117_10_Hamid_Clandividing.WAV 247.906 251.269	v:pred 
00:04:08.466	248.466	00:04:08.746	248.746	00:00:00.280	0.28	280117_10_Hamid_Clandividing 063	dahɪɪ	dah	say	v	Irba said to them that they should come	check whether =t̪ɛ = =yɛ; orig. transcript ŋɪrba	280117_10_Hamid_Clandividing.WAV 247.906 251.269	v:pred 
00:04:08.746	248.746	00:04:09.027	249.027	00:00:00.281	0.281	280117_10_Hamid_Clandividing 063	dahɪɪ	-II	-APP	-Sfx	Irba said to them that they should come	check whether =t̪ɛ = =yɛ; orig. transcript ŋɪrba	280117_10_Hamid_Clandividing.WAV 247.906 251.269	v:pred 
00:04:09.027	249.027	00:04:09.587	249.587	00:00:00.560	0.56	280117_10_Hamid_Clandividing 063	Ø	Ø	Ø	Ø	Irba said to them that they should come	check whether =t̪ɛ = =yɛ; orig. transcript ŋɪrba	280117_10_Hamid_Clandividing.WAV 247.906 251.269	0.h:obl
00:04:09.587	249.587	00:04:10.148	250.148	00:00:00.561	0.561	280117_10_Hamid_Clandividing 063	ɲɪrba,				Irba said to them that they should come	check whether =t̪ɛ = =yɛ; orig. transcript ŋɪrba	280117_10_Hamid_Clandividing.WAV 247.906 251.269	np.h:s_erg_ds
00:04:09.587	249.587	00:04:09.867	249.867	00:00:00.280	0.28	280117_10_Hamid_Clandividing 063	ɲɪrba,	N=	ERG=	clitic=	Irba said to them that they should come	check whether =t̪ɛ = =yɛ; orig. transcript ŋɪrba	280117_10_Hamid_Clandividing.WAV 247.906 251.269	np.h:s_erg_ds
00:04:09.867	249.867	00:04:10.148	250.148	00:00:00.281	0.281	280117_10_Hamid_Clandividing 063	ɲɪrba,	Irba	Irba	pn	Irba said to them that they should come	check whether =t̪ɛ = =yɛ; orig. transcript ŋɪrba	280117_10_Hamid_Clandividing.WAV 247.906 251.269	np.h:s_erg_ds
00:04:10.148	250.148	00:04:10.708	250.708	00:00:00.560	0.56	280117_10_Hamid_Clandividing 063	##	##	##	##	Irba said to them that they should come	check whether =t̪ɛ = =yɛ; orig. transcript ŋɪrba	280117_10_Hamid_Clandividing.WAV 247.906 251.269	##ds
00:04:10.708	250.708	00:04:11.269	251.269	00:00:00.561	0.561	280117_10_Hamid_Clandividing 063	nʌdiyʌŋt̪ɛ				Irba said to them that they should come	check whether =t̪ɛ = =yɛ; orig. transcript ŋɪrba	280117_10_Hamid_Clandividing.WAV 247.906 251.269	vother
00:04:10.708	250.708	00:04:10.820	250.82	00:00:00.112	0.112	280117_10_Hamid_Clandividing 063	nʌdiyʌŋt̪ɛ	nA-	2PL-	Pfx-	Irba said to them that they should come	check whether =t̪ɛ = =yɛ; orig. transcript ŋɪrba	280117_10_Hamid_Clandividing.WAV 247.906 251.269	vother
00:04:10.820	250.82	00:04:10.932	250.932	00:00:00.112	0.112	280117_10_Hamid_Clandividing 063	nʌdiyʌŋt̪ɛ	di	walk	v	Irba said to them that they should come	check whether =t̪ɛ = =yɛ; orig. transcript ŋɪrba	280117_10_Hamid_Clandividing.WAV 247.906 251.269	vother
00:04:10.932	250.932	00:04:11.044	251.044	00:00:00.112	0.112	280117_10_Hamid_Clandividing 063	nʌdiyʌŋt̪ɛ	-y	-EP	-Sfx	Irba said to them that they should come	check whether =t̪ɛ = =yɛ; orig. transcript ŋɪrba	280117_10_Hamid_Clandividing.WAV 247.906 251.269	vother
00:04:11.044	251.044	00:04:11.156	251.156	00:00:00.112	0.112	280117_10_Hamid_Clandividing 063	nʌdiyʌŋt̪ɛ	-Vŋ	-VENT	-Sfx	Irba said to them that they should come	check whether =t̪ɛ = =yɛ; orig. transcript ŋɪrba	280117_10_Hamid_Clandividing.WAV 247.906 251.269	vother
00:04:11.156	251.156	00:04:11.269	251.269	00:00:00.113	0.113	280117_10_Hamid_Clandividing 063	nʌdiyʌŋt̪ɛ	=yɛ	=REP	=clitic	Irba said to them that they should come	check whether =t̪ɛ = =yɛ; orig. transcript ŋɪrba	280117_10_Hamid_Clandividing.WAV 247.906 251.269	vother
00:04:12.037	252.037	00:04:12.612	252.612	00:00:00.575	0.575	280117_10_Hamid_Clandividing 064	##	##	##	##	they came		280117_10_Hamid_Clandividing.WAV 252.037 253.762	##
00:04:12.612	252.612	00:04:13.187	253.187	00:00:00.575	0.575	280117_10_Hamid_Clandividing 064	ihinʌ	ihinʌ	3pl	pron	they came		280117_10_Hamid_Clandividing.WAV 252.037 253.762	pro.h:s
00:04:13.187	253.187	00:04:13.762	253.762	00:00:00.575	0.575	280117_10_Hamid_Clandividing 064	diyʌŋ				they came		280117_10_Hamid_Clandividing.WAV 252.037 253.762	v:pred
00:04:13.187	253.187	00:04:13.378	253.378	00:00:00.191	0.191	280117_10_Hamid_Clandividing 064	diyʌŋ	di	walk	v	they came		280117_10_Hamid_Clandividing.WAV 252.037 253.762	v:pred
00:04:13.378	253.378	00:04:13.570	253.57	00:00:00.192	0.192	280117_10_Hamid_Clandividing 064	diyʌŋ	-y	-EP	-Sfx	they came		280117_10_Hamid_Clandividing.WAV 252.037 253.762	v:pred
00:04:13.570	253.57	00:04:13.762	253.762	00:00:00.192	0.192	280117_10_Hamid_Clandividing 064	diyʌŋ	-Vŋ	-VENT	-Sfx	they came		280117_10_Hamid_Clandividing.WAV 252.037 253.762	v:pred
00:04:13.849	253.849	00:04:14.459	254.459	00:00:00.610	0.61	280117_10_Hamid_Clandividing 065	##	##	##	##	Irba with his magic stick chose a cow and slaughtered it for the Katla	original transcript pɨnʌyi	280117_10_Hamid_Clandividing.WAV 253.849 260.561	##
00:04:14.459	254.459	00:04:15.069	255.069	00:00:00.610	0.61	280117_10_Hamid_Clandividing 065	ɪrba	Irba	Irba	pn	Irba with his magic stick chose a cow and slaughtered it for the Katla	original transcript pɨnʌyi	280117_10_Hamid_Clandividing.WAV 253.849 260.561	np.h:a
00:04:15.069	255.069	00:04:15.679	255.679	00:00:00.610	0.61	280117_10_Hamid_Clandividing 065	ŋkɨdʌndiinʌ				Irba with his magic stick chose a cow and slaughtered it for the Katla	original transcript pɨnʌyi	280117_10_Hamid_Clandividing.WAV 253.849 260.561	adp=np:obl=rn_dem1
00:04:15.069	255.069	00:04:15.221	255.221	00:00:00.152	0.152	280117_10_Hamid_Clandividing 065	ŋkɨdʌndiinʌ	N=	INS=	clitic=	Irba with his magic stick chose a cow and slaughtered it for the Katla	original transcript pɨnʌyi	280117_10_Hamid_Clandividing.WAV 253.849 260.561	adp=np:obl=rn_dem1
00:04:15.221	255.221	00:04:15.374	255.374	00:00:00.153	0.153	280117_10_Hamid_Clandividing 065	ŋkɨdʌndiinʌ	k(V)-	SG-	Pfx-	Irba with his magic stick chose a cow and slaughtered it for the Katla	original transcript pɨnʌyi	280117_10_Hamid_Clandividing.WAV 253.849 260.561	adp=np:obl=rn_dem1
